epoch,timestamp,vm_count,workload_variation,prediction_risk,adaptive_signal,adaptive_mode,exploration_probability,standard_fitness,adaptive_fitness,standard_time_ms,adaptive_time_ms,standard_feasible,adaptive_feasible,standard_placement,adaptive_placement
252,1378679400,7,0.146434,0.173971,0.157449,BALANCED,0.294469,0.0303865903,0.0303865903,5.9552,3.0686,true,true,"[17, 17, 17, 17, 12, 17, 12]","[17, 17, 17, 17, 13, 17, 13]"
253,1378679700,7,0.146510,0.139129,0.143557,BALANCED,0.286134,0.0303423960,0.0303423960,5.9550,3.9103,true,true,"[19, 19, 15, 19, 15, 19, 19]","[16, 16, 12, 16, 12, 16, 16]"
254,1378680000,7,0.146947,0.129143,0.139825,BALANCED,0.283895,0.0304637357,0.0305263081,5.4649,2.9563,true,true,"[12, 18, 18, 18, 18, 18, 12]","[19, 19, 19, 19, 11, 19, 11]"
255,1378680300,7,0.135504,0.137843,0.136440,BALANCED,0.281864,0.0303997012,0.0303997012,5.9380,3.2766,true,true,"[16, 16, 15, 16, 15, 16, 16]","[16, 16, 12, 16, 12, 16, 16]"
256,1378680600,7,0.129173,0.144929,0.135475,BALANCED,0.281285,0.0304523303,0.0305433034,6.6322,2.8943,true,true,"[12, 19, 19, 19, 12, 12, 19]","[19, 19, 11, 19, 11, 19, 19]"
257,1378680900,7,0.127954,0.138557,0.132195,BALANCED,0.279317,0.0304323128,0.0304382932,6.6974,2.7219,true,true,"[14, 17, 17, 17, 14, 14, 17]","[13, 18, 18, 18, 18, 18, 13]"
258,1378681200,7,0.131865,0.144000,0.136719,BALANCED,0.282031,0.0304278434,0.0304294755,5.0015,3.3922,true,true,"[10, 10, 18, 18, 10, 18, 18]","[12, 18, 18, 18, 12, 12, 18]"
259,1378681500,7,0.131840,0.142343,0.136041,BALANCED,0.281625,0.0304330967,0.0304276208,5.5806,3.0127,true,true,"[12, 18, 18, 18, 18, 18, 12]","[15, 15, 17, 17, 15, 17, 17]"
260,1378681800,7,0.131850,0.148029,0.138321,BALANCED,0.282993,0.0304674912,0.0304748910,5.1861,3.2046,true,true,"[10, 19, 19, 19, 10, 10, 19]","[10, 18, 18, 18, 18, 18, 10]"
261,1378682100,7,0.131840,0.147886,0.138258,BALANCED,0.282955,0.0304375041,0.0304440473,7.0027,2.7716,true,true,"[14, 14, 17, 17, 14, 17, 17]","[13, 18, 18, 18, 18, 18, 13]"
262,1378682400,7,0.114075,0.180000,0.140445,BALANCED,0.284267,0.0304031294,0.0304031294,5.7329,3.9949,true,true,"[13, 16, 16, 16, 13, 13, 16]","[11, 16, 16, 16, 11, 11, 16]"
263,1378682700,7,0.114240,0.179186,0.140219,BALANCED,0.284131,0.0304112553,0.0304152697,5.4423,2.7698,true,true,"[13, 19, 13, 19, 19, 19, 19]","[14, 19, 19, 19, 14, 14, 19]"
264,1378683000,7,0.114564,0.176414,0.139304,BALANCED,0.283583,0.0303854024,0.0304038945,5.6115,3.4742,true,true,"[10, 19, 10, 19, 19, 19, 19]","[10, 19, 19, 19, 10, 10, 19]"
265,1378683300,7,0.111570,0.168686,0.134416,BALANCED,0.280650,0.0303933433,0.0304175104,5.2160,3.4332,true,true,"[14, 16, 14, 16, 16, 16, 16]","[15, 19, 19, 19, 15, 15, 19]"
266,1378683600,7,0.111325,0.160229,0.130887,BALANCED,0.278532,0.0304667407,0.0304437922,6.0457,3.0126,true,true,"[10, 16, 16, 16, 10, 10, 16]","[11, 19, 11, 19, 19, 19, 19]"
267,1378683900,7,0.115582,0.173500,0.138749,BALANCED,0.283249,0.0305012881,0.0304677786,5.1419,3.2864,true,true,"[19, 19, 15, 19, 15, 19, 19]","[10, 19, 10, 19, 19, 19, 19]"
268,1378684200,7,0.119227,0.194543,0.149353,BALANCED,0.289612,0.0303725585,0.0303725585,6.8037,3.5408,true,true,"[18, 18, 12, 18, 12, 18, 18]","[17, 17, 14, 17, 14, 17, 17]"
269,1378684500,7,0.119166,0.181743,0.144197,BALANCED,0.286518,0.0303262324,0.0303262324,4.9276,2.9902,true,true,"[19, 19, 15, 19, 15, 19, 19]","[18, 18, 14, 18, 14, 18, 18]"
270,1378684800,7,0.149724,0.210914,0.174200,BALANCED,0.304520,0.0304319524,0.0304319524,5.6943,3.4063,true,true,"[16, 16, 15, 16, 15, 16, 16]","[16, 16, 15, 16, 15, 16, 16]"
271,1378685100,7,0.149098,0.192429,0.166430,BALANCED,0.299858,0.0303526949,0.0303526949,4.9501,3.5924,true,true,"[19, 19, 15, 19, 15, 19, 19]","[19, 19, 12, 19, 12, 19, 19]"
272,1378685400,7,0.149012,0.199814,0.169333,BALANCED,0.301600,0.0303829435,0.0303829435,5.8059,3.4711,true,true,"[19, 19, 15, 19, 15, 19, 19]","[17, 17, 13, 17, 13, 17, 17]"
273,1378685700,7,0.149016,0.196471,0.167998,BALANCED,0.300799,0.0304495179,0.0304774686,6.1704,3.7693,true,true,"[10, 16, 10, 16, 16, 16, 16]","[19, 19, 14, 19, 14, 19, 19]"
274,1378686000,7,0.149645,0.218743,0.177284,BALANCED,0.306370,0.0304952797,0.0304952797,4.5854,2.8421,true,true,"[13, 17, 13, 17, 17, 17, 17]","[10, 19, 10, 19, 19, 19, 19]"
275,1378686300,7,0.396047,0.257771,0.340737,EXPLORATION,0.404442,0.0308519954,0.0308577222,5.7258,4.8735,true,true,"[10, 17, 17, 17, 10, 10, 17]","[11, 11, 18, 18, 11, 18, 18]"
276,1378686600,7,0.524514,0.259486,0.418502,EXPLORATION,0.451101,0.0309381984,0.0309381984,5.1359,4.0335,true,true,"[12, 16, 16, 16, 12, 12, 16]","[12, 18, 18, 18, 12, 12, 18]"
277,1378686900,7,0.559310,0.238000,0.430786,EXPLORATION,0.458472,0.0307319568,0.0307319568,4.8024,4.6013,true,true,"[10, 19, 19, 19, 10, 10, 19]","[12, 16, 16, 16, 12, 12, 16]"
278,1378687200,7,0.559701,0.220343,0.423958,EXPLORATION,0.454375,0.0304761516,0.0304761516,4.8534,5.0299,true,true,"[11, 11, 19, 19, 11, 19, 19]","[13, 13, 16, 16, 13, 16, 16]"
279,1378687500,7,0.557428,0.217014,0.421262,EXPLORATION,0.452757,0.0304767009,0.0304767009,5.9412,3.9429,true,true,"[13, 13, 19, 19, 13, 19, 19]","[12, 12, 16, 16, 12, 16, 16]"
280,1378687800,7,0.560288,0.223400,0.425533,EXPLORATION,0.455320,0.0303692260,0.0303692260,6.4984,6.0062,true,true,"[19, 19, 15, 19, 15, 19, 19]","[19, 19, 12, 19, 12, 19, 19]"
281,1378688100,7,0.560914,0.209757,0.420451,EXPLORATION,0.452271,0.0304427014,0.0304427014,7.3605,5.6696,true,true,"[12, 19, 19, 19, 19, 19, 12]","[15, 17, 17, 17, 17, 17, 15]"
282,1378688400,7,0.561039,0.213414,0.421989,EXPLORATION,0.453194,0.0304124619,0.0304124619,5.7879,4.4595,true,true,"[11, 19, 19, 19, 11, 11, 19]","[10, 18, 18, 18, 10, 10, 18]"
283,1378688700,7,0.562198,0.211500,0.421919,EXPLORATION,0.453151,0.0304285637,0.0304332679,7.4941,5.3739,true,true,"[15, 17, 17, 17, 15, 15, 17]","[11, 19, 19, 19, 19, 19, 11]"
284,1378689000,7,0.562983,0.206586,0.420424,EXPLORATION,0.452254,0.0304234630,0.0304234630,5.1587,6.1214,true,true,"[14, 19, 19, 19, 14, 14, 19]","[11, 19, 19, 19, 11, 11, 19]"
285,1378689300,7,0.563099,0.202071,0.418688,EXPLORATION,0.451213,0.0304586361,0.0304586361,5.7966,4.3088,true,true,"[13, 17, 17, 17, 13, 13, 17]","[12, 16, 16, 16, 12, 12, 16]"
286,1378689600,7,0.563154,0.200171,0.417961,EXPLORATION,0.450777,0.0304907836,0.0304907836,7.7529,5.8469,true,true,"[15, 18, 18, 18, 18, 18, 15]","[13, 17, 17, 17, 17, 17, 13]"
287,1378689900,7,0.562916,0.202871,0.418898,EXPLORATION,0.451339,0.0304220544,0.0304220544,5.6850,4.4828,true,true,"[10, 16, 16, 16, 10, 10, 16]","[13, 18, 18, 18, 13, 13, 18]"
288,1378690200,7,0.563215,0.205314,0.420055,EXPLORATION,0.452033,0.0304411886,0.0304411886,4.9359,5.2650,true,true,"[14, 19, 19, 19, 14, 14, 19]","[11, 19, 19, 19, 11, 11, 19]"
289,1378690500,7,0.563683,0.211600,0.422850,EXPLORATION,0.453710,0.0304374834,0.0304429917,6.8846,4.6994,true,true,"[11, 19, 19, 19, 11, 11, 19]","[11, 19, 19, 19, 19, 19, 11]"
290,1378690800,7,0.564382,0.195514,0.416835,EXPLORATION,0.450101,0.0305182909,0.0305885149,6.1818,4.8811,true,true,"[10, 17, 17, 17, 17, 17, 10]","[19, 10, 19, 19, 19, 10, 19]"
291,1378691100,7,0.563698,0.204629,0.420070,EXPLORATION,0.452042,0.0305102371,0.0305049336,4.5695,5.5408,true,true,"[15, 18, 15, 18, 18, 18, 18]","[15, 19, 19, 19, 15, 15, 19]"
292,1378691400,7,0.562937,0.220900,0.426122,EXPLORATION,0.455673,0.0304517481,0.0304517481,6.4981,4.5631,true,true,"[11, 18, 18, 18, 11, 11, 18]","[12, 18, 18, 18, 12, 12, 18]"
293,1378691700,7,0.562579,0.203171,0.418816,EXPLORATION,0.451290,0.0304092232,0.0304092232,6.0623,5.0488,true,true,"[10, 19, 19, 19, 10, 10, 19]","[12, 18, 18, 18, 12, 12, 18]"
294,1378692000,7,0.532846,0.190986,0.396102,EXPLORATION,0.437661,0.0303248798,0.0303248798,4.7971,3.9612,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 14, 19, 14, 19, 19]"
295,1378692300,7,0.533390,0.197271,0.398943,EXPLORATION,0.439366,0.0303375832,0.0303375832,6.1815,4.5000,true,true,"[18, 18, 11, 18, 11, 18, 18]","[19, 19, 13, 19, 13, 19, 19]"
296,1378692600,7,0.541004,0.204729,0.406494,EXPLORATION,0.443896,0.0292027620,0.0292027620,5.0091,5.2548,true,true,"[18, 18, 18, 12, 18, 18, 18]","[18, 18, 18, 15, 18, 18, 18]"
297,1378692900,7,0.544048,0.220143,0.414486,EXPLORATION,0.448691,0.0303839618,0.0303839618,7.1651,4.7635,true,true,"[18, 18, 12, 18, 12, 18, 18]","[19, 19, 14, 19, 14, 19, 19]"
298,1378693200,7,0.544051,0.215271,0.412539,EXPLORATION,0.447523,0.0303042662,0.0303042662,8.0402,5.9207,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 10, 19, 10, 19, 19]"
299,1378693500,7,0.455394,0.204486,0.355031,EXPLORATION,0.413019,0.0303510935,0.0303510935,8.8616,5.3862,true,true,"[17, 17, 12, 17, 12, 17, 17]","[17, 17, 14, 17, 14, 17, 17]"
300,1378693800,7,0.287019,0.203186,0.253486,EXPLORATION,0.352091,0.0303457520,0.0303457520,5.3651,5.3172,true,true,"[17, 17, 15, 17, 15, 17, 17]","[18, 18, 11, 18, 11, 18, 18]"
301,1378694100,7,0.085977,0.105843,0.093923,EXPLOITATION,0.256354,0.0303328282,0.0303328282,5.0459,2.6808,true,true,"[17, 17, 14, 17, 14, 17, 17]","[19, 19, 11, 19, 11, 19, 19]"
302,1378694400,7,0.092500,0.115414,0.101666,BALANCED,0.261000,0.0303889298,0.0303889298,5.6125,4.0809,true,true,"[19, 19, 13, 19, 13, 19, 19]","[18, 18, 10, 18, 10, 18, 18]"
303,1378694700,7,0.095773,0.116929,0.104235,BALANCED,0.262541,0.0304097324,0.0304097324,6.7366,2.7669,true,true,"[18, 18, 13, 18, 13, 18, 18]","[18, 18, 13, 18, 13, 18, 18]"
304,1378695000,7,0.089206,0.126886,0.104278,BALANCED,0.262567,0.0303231528,0.0303231528,5.6586,2.7169,true,true,"[17, 17, 12, 17, 12, 17, 17]","[17, 17, 11, 17, 11, 17, 17]"
305,1378695300,7,0.086435,0.118329,0.099192,EXPLOITATION,0.259515,0.0303140728,0.0303140728,4.8447,2.7347,true,true,"[18, 18, 14, 18, 14, 18, 18]","[18, 18, 14, 18, 14, 18, 18]"
306,1378695600,7,0.086191,0.121600,0.100354,BALANCED,0.260213,0.0303307663,0.0303307663,6.3897,2.7630,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 10, 19, 10, 19, 19]"
307,1378695900,7,0.085567,0.112443,0.096318,EXPLOITATION,0.257791,0.0303859642,0.0303859642,4.5176,2.5634,true,true,"[18, 18, 10, 18, 10, 18, 18]","[17, 17, 13, 17, 13, 17, 17]"
308,1378696200,7,0.088311,0.126743,0.103684,BALANCED,0.262210,0.0303624628,0.0303624628,7.3920,3.0295,true,true,"[19, 19, 10, 19, 10, 19, 19]","[18, 18, 14, 18, 14, 18, 18]"
309,1378696500,7,0.088171,0.105629,0.095154,EXPLOITATION,0.257092,0.0303454610,0.0303454610,4.7475,2.4008,true,true,"[18, 18, 11, 18, 11, 18, 18]","[19, 19, 13, 19, 13, 19, 19]"
310,1378696800,7,0.088131,0.104386,0.094633,EXPLOITATION,0.256780,0.0303595451,0.0303595451,6.4556,3.1720,true,true,"[19, 19, 13, 19, 13, 19, 19]","[18, 18, 15, 18, 15, 18, 18]"
311,1378697100,7,0.089264,0.109186,0.097233,EXPLOITATION,0.258340,0.0303411366,0.0303411366,5.5222,4.8661,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 11, 19, 11, 19, 19]"
312,1378697400,7,0.089145,0.107400,0.096447,EXPLOITATION,0.257868,0.0303388752,0.0303388752,5.1256,2.5139,true,true,"[17, 17, 15, 17, 15, 17, 17]","[19, 19, 13, 19, 13, 19, 19]"
313,1378697700,7,0.100240,0.110271,0.104253,BALANCED,0.262552,0.0303951451,0.0303951451,4.7684,3.4670,true,true,"[18, 18, 11, 18, 11, 18, 18]","[19, 19, 14, 19, 14, 19, 19]"
314,1378698000,7,0.109061,0.125286,0.115551,BALANCED,0.269331,0.0302080132,0.0302115515,6.4051,2.8612,true,true,"[17, 17, 10, 17, 10, 17, 17]","[16, 16, 16, 16, 12, 16, 12]"
315,1378698300,7,0.115710,0.138629,0.124878,BALANCED,0.274927,0.0304366913,0.0304366913,6.3059,4.6356,true,true,"[18, 18, 15, 18, 15, 18, 18]","[19, 19, 12, 19, 12, 19, 19]"
316,1378698600,7,0.114879,0.146400,0.127487,BALANCED,0.276492,0.0303736145,0.0303736145,4.5951,2.6967,true,true,"[18, 18, 11, 18, 11, 18, 18]","[19, 19, 11, 19, 11, 19, 19]"
317,1378698900,7,0.115017,0.134443,0.122787,BALANCED,0.273672,0.0303197036,0.0303197036,5.6399,3.4709,true,true,"[17, 17, 15, 17, 15, 17, 17]","[17, 17, 10, 17, 10, 17, 17]"
318,1378699200,7,0.115020,0.139686,0.124886,BALANCED,0.274932,0.0303241562,0.0303241562,4.9990,3.0132,true,true,"[17, 17, 11, 17, 11, 17, 17]","[19, 19, 15, 19, 15, 19, 19]"
319,1378699500,7,0.114641,0.138157,0.124047,BALANCED,0.274428,0.0303512366,0.0303512366,6.5683,2.8374,true,true,"[19, 19, 11, 19, 11, 19, 19]","[16, 16, 11, 16, 11, 16, 16]"
320,1378699800,7,0.110662,0.133929,0.119969,BALANCED,0.271981,0.0303380870,0.0303404793,7.9354,6.8657,true,true,"[18, 18, 15, 18, 15, 18, 18]","[17, 17, 17, 17, 10, 17, 10]"
321,1378700100,7,0.109318,0.130971,0.117979,BALANCED,0.270788,0.0303374231,0.0303374231,8.8673,5.4825,true,true,"[19, 19, 14, 19, 14, 19, 19]","[18, 18, 15, 18, 15, 18, 18]"
322,1378700400,7,0.110103,0.133829,0.119593,BALANCED,0.271756,0.0304057041,0.0304057041,5.9098,2.6766,true,true,"[17, 14, 17, 17, 17, 14, 17]","[19, 14, 19, 19, 19, 14, 19]"
323,1378700700,7,0.109966,0.180129,0.138031,BALANCED,0.282819,0.0303079398,0.0303143890,4.5182,3.7342,true,true,"[17, 17, 15, 17, 15, 17, 17]","[18, 18, 18, 18, 15, 18, 15]"
324,1378701000,7,0.109700,0.181357,0.138363,BALANCED,0.283018,0.0303425177,0.0303425177,5.2403,3.1631,true,true,"[18, 18, 10, 18, 10, 18, 18]","[16, 16, 15, 16, 15, 16, 16]"
325,1378701300,7,0.109501,0.140529,0.121912,BALANCED,0.273147,0.0303519148,0.0303519148,5.5382,3.9100,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 14, 19, 14, 19, 19]"
326,1378701600,7,0.120333,0.159114,0.135846,BALANCED,0.281507,0.0303702363,0.0303702363,5.4112,3.1191,true,true,"[18, 18, 18, 18, 12, 18, 12]","[18, 18, 18, 18, 12, 18, 12]"
327,1378701900,7,0.116352,0.161443,0.134388,BALANCED,0.280633,0.0303608828,0.0303608828,6.4999,3.3565,true,true,"[17, 17, 12, 17, 12, 17, 17]","[18, 18, 13, 18, 13, 18, 18]"
328,1378702200,7,0.116309,0.170357,0.137928,BALANCED,0.282757,0.0303474087,0.0303474087,6.1783,2.9715,true,true,"[18, 18, 14, 18, 14, 18, 18]","[18, 18, 15, 18, 15, 18, 18]"
329,1378702500,7,0.116275,0.165386,0.135920,BALANCED,0.281552,0.0303185809,0.0303185809,6.1612,2.9996,true,true,"[18, 18, 13, 18, 13, 18, 18]","[19, 19, 13, 19, 13, 19, 19]"
330,1378702800,7,0.116364,0.157429,0.132790,BALANCED,0.279674,0.0303443346,0.0303443346,5.0863,2.8428,true,true,"[17, 17, 15, 17, 15, 17, 17]","[19, 19, 11, 19, 11, 19, 19]"
331,1378703100,7,0.121607,0.155000,0.134964,BALANCED,0.280979,0.0303819767,0.0303819767,6.1812,2.7266,true,true,"[18, 18, 14, 18, 14, 18, 18]","[19, 19, 11, 19, 11, 19, 19]"
332,1378703400,7,0.117996,0.156957,0.133580,BALANCED,0.280148,0.0303599759,0.0303599759,4.7954,2.7099,true,true,"[18, 18, 10, 18, 10, 18, 18]","[17, 17, 13, 17, 13, 17, 17]"
333,1378703700,7,0.118026,0.161014,0.135221,BALANCED,0.281133,0.0303482205,0.0303482205,6.0648,3.1741,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 10, 19, 10, 19, 19]"
334,1378704000,7,0.140414,0.182071,0.157077,BALANCED,0.294246,0.0303956362,0.0303956362,5.1047,4.0218,true,true,"[19, 19, 19, 19, 11, 19, 11]","[19, 19, 19, 19, 15, 19, 15]"
335,1378704300,7,0.139131,0.137586,0.138513,BALANCED,0.283108,0.0303226842,0.0303226842,5.5369,3.0163,true,true,"[19, 19, 11, 19, 11, 19, 19]","[19, 19, 11, 19, 11, 19, 19]"
336,1378704600,7,0.139708,0.134000,0.137425,BALANCED,0.282455,0.0303619485,0.0303619485,5.0769,4.5930,true,true,"[19, 19, 14, 19, 14, 19, 19]","[18, 18, 11, 18, 11, 18, 18]"
337,1378704900,7,0.134007,0.134557,0.134227,BALANCED,0.280536,0.0303730780,0.0303730780,6.4833,3.9844,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 14, 19, 14, 19, 19]"
338,1378705200,7,0.125078,0.121014,0.123453,BALANCED,0.274072,0.0303562795,0.0303562795,8.0813,4.0352,true,true,"[16, 16, 15, 16, 15, 16, 16]","[17, 17, 15, 17, 15, 17, 17]"
339,1378705500,7,0.114152,0.127014,0.119297,BALANCED,0.271578,0.0303970292,0.0303970292,5.4057,3.8988,true,true,"[16, 16, 10, 16, 10, 16, 16]","[19, 19, 15, 19, 15, 19, 19]"
340,1378705800,7,0.115893,0.134243,0.123233,BALANCED,0.273940,0.0303717678,0.0303717678,5.2531,3.6667,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 14, 19, 14, 19, 19]"
341,1378706100,7,0.115243,0.124329,0.118877,BALANCED,0.271326,0.0303401590,0.0303401590,5.1770,3.9846,true,true,"[19, 19, 15, 19, 15, 19, 19]","[19, 19, 15, 19, 15, 19, 19]"
342,1378706400,7,0.115261,0.122757,0.118259,BALANCED,0.270956,0.0303291197,0.0303291197,4.6372,2.7757,true,true,"[19, 19, 15, 19, 15, 19, 19]","[19, 19, 15, 19, 15, 19, 19]"
343,1378706700,7,0.116248,0.130714,0.122034,BALANCED,0.273221,0.0303866997,0.0303866997,4.8417,4.2322,true,true,"[19, 19, 12, 19, 12, 19, 19]","[18, 18, 15, 18, 15, 18, 18]"
344,1378707000,7,0.116832,0.125600,0.120339,BALANCED,0.272203,0.0304191078,0.0304266223,5.0638,2.8451,true,true,"[19, 11, 19, 19, 19, 11, 19]","[17, 17, 17, 17, 10, 17, 10]"
345,1378707300,7,0.116825,0.127157,0.120958,BALANCED,0.272575,0.0303351098,0.0303351098,5.0255,3.5370,true,true,"[17, 17, 10, 17, 10, 17, 17]","[17, 17, 10, 17, 10, 17, 17]"
346,1378707600,7,0.119413,0.122514,0.120654,BALANCED,0.272392,0.0303531223,0.0303531223,5.4557,2.8861,true,true,"[16, 16, 13, 16, 13, 16, 16]","[17, 17, 10, 17, 10, 17, 17]"
347,1378707900,7,0.118576,0.127671,0.122214,BALANCED,0.273329,0.0303677170,0.0303677170,5.3802,3.3560,true,true,"[16, 16, 12, 16, 12, 16, 16]","[18, 18, 13, 18, 13, 18, 18]"
348,1378708200,7,0.119930,0.127586,0.122992,BALANCED,0.273795,0.0303210739,0.0303210739,5.0673,2.7579,true,true,"[19, 19, 10, 19, 10, 19, 19]","[18, 18, 11, 18, 11, 18, 18]"
349,1378708500,7,0.131397,0.140900,0.135198,BALANCED,0.281119,0.0304189679,0.0304216857,6.1380,4.1610,true,true,"[18, 18, 15, 18, 15, 18, 18]","[17, 17, 17, 17, 14, 17, 14]"
350,1378708800,7,0.126765,0.118943,0.123636,BALANCED,0.274182,0.0303845136,0.0303845136,5.6261,3.1767,true,true,"[18, 18, 13, 18, 13, 18, 18]","[17, 17, 14, 17, 14, 17, 17]"
351,1378709100,7,0.126288,0.138686,0.131247,BALANCED,0.278748,0.0303716050,0.0303716050,7.5259,4.8455,true,true,"[16, 16, 15, 16, 15, 16, 16]","[18, 18, 13, 18, 13, 18, 18]"
352,1378709400,7,0.126160,0.139357,0.131439,BALANCED,0.278863,0.0303446271,0.0303446271,7.0563,3.5631,true,true,"[18, 18, 11, 18, 11, 18, 18]","[18, 18, 11, 18, 11, 18, 18]"
353,1378709700,7,0.125928,0.134229,0.129248,BALANCED,0.277549,0.0303418444,0.0303418444,7.4759,3.2938,true,true,"[16, 16, 14, 16, 14, 16, 16]","[19, 19, 12, 19, 12, 19, 19]"
354,1378710000,7,0.125824,0.130914,0.127860,BALANCED,0.276716,0.0303612764,0.0303612764,5.9451,2.6712,true,true,"[17, 17, 10, 17, 10, 17, 17]","[17, 17, 10, 17, 10, 17, 17]"
355,1378710300,7,0.125815,0.136229,0.129980,BALANCED,0.277988,0.0303615795,0.0303615795,5.0653,2.7247,true,true,"[17, 17, 11, 17, 11, 17, 17]","[17, 17, 15, 17, 15, 17, 17]"
356,1378710600,7,0.126487,0.133243,0.129189,BALANCED,0.277514,0.0303828751,0.0303828751,7.4406,3.8269,true,true,"[18, 18, 13, 18, 13, 18, 18]","[19, 19, 10, 19, 10, 19, 19]"
357,1378710900,7,0.126380,0.132700,0.128908,BALANCED,0.277345,0.0303603986,0.0303603986,5.7612,4.3278,true,true,"[19, 19, 13, 19, 13, 19, 19]","[17, 17, 12, 17, 12, 17, 17]"
358,1378711200,7,0.090148,0.110914,0.098454,EXPLOITATION,0.259073,0.0303287608,0.0303287608,6.1600,3.1809,true,true,"[18, 18, 15, 18, 15, 18, 18]","[18, 18, 15, 18, 15, 18, 18]"
359,1378711500,7,0.088534,0.108429,0.096492,EXPLOITATION,0.257895,0.0303562853,0.0303562853,6.5369,2.7204,true,true,"[16, 16, 11, 16, 11, 16, 16]","[18, 18, 14, 18, 14, 18, 18]"
360,1378711800,7,0.086038,0.097814,0.090748,EXPLOITATION,0.254449,0.0303202633,0.0303202633,4.6308,2.5213,true,true,"[18, 18, 13, 18, 13, 18, 18]","[19, 19, 12, 19, 12, 19, 19]"
361,1378712100,7,0.085393,0.093971,0.088824,EXPLOITATION,0.253295,0.0303763306,0.0303763306,6.1048,2.4907,true,true,"[16, 16, 14, 16, 14, 16, 16]","[18, 18, 10, 18, 10, 18, 18]"
362,1378712400,7,0.088938,0.100257,0.093465,EXPLOITATION,0.256079,0.0304009923,0.0304009923,4.6977,2.2585,true,true,"[19, 19, 15, 19, 15, 19, 19]","[18, 18, 12, 18, 12, 18, 18]"
363,1378712700,7,0.088904,0.104857,0.095285,EXPLOITATION,0.257171,0.0303847944,0.0303847944,6.2042,3.5331,true,true,"[19, 19, 14, 19, 14, 19, 19]","[19, 19, 14, 19, 14, 19, 19]"
364,1378713000,7,0.089512,0.113200,0.098987,EXPLOITATION,0.259392,0.0303398942,0.0303398942,6.6472,3.3729,true,true,"[18, 18, 15, 18, 15, 18, 18]","[19, 19, 12, 19, 12, 19, 19]"
365,1378713300,7,0.089808,0.103957,0.095468,EXPLOITATION,0.257281,0.0303425845,0.0303425845,5.9770,3.5226,true,true,"[17, 17, 13, 17, 13, 17, 17]","[17, 17, 14, 17, 14, 17, 17]"
366,1378713600,7,0.089515,0.102714,0.094795,EXPLOITATION,0.256877,0.0303675746,0.0303675746,4.5267,2.5498,true,true,"[19, 19, 12, 19, 12, 19, 19]","[19, 19, 14, 19, 14, 19, 19]"
367,1378713900,7,0.089759,0.107700,0.096936,EXPLOITATION,0.258161,0.0303750516,0.0303750516,5.6346,2.8478,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 11, 19, 11, 19, 19]"
368,1378714200,7,0.088910,0.108200,0.096626,EXPLOITATION,0.257976,0.0304255869,0.0304289379,5.4407,3.2010,true,true,"[17, 14, 17, 17, 17, 14, 17]","[16, 16, 12, 16, 12, 16, 16]"
369,1378714500,7,0.088879,0.101800,0.094048,EXPLOITATION,0.256429,0.0303506889,0.0303506889,6.7110,2.9069,true,true,"[16, 16, 14, 16, 14, 16, 16]","[19, 19, 12, 19, 12, 19, 19]"
370,1378714800,7,0.088100,0.105443,0.095037,EXPLOITATION,0.257022,0.0303338243,0.0303338243,5.3813,3.8289,true,true,"[17, 17, 12, 17, 12, 17, 17]","[17, 17, 15, 17, 15, 17, 17]"
371,1378715100,7,0.088329,0.106414,0.095563,EXPLOITATION,0.257338,0.0303480902,0.0303480902,5.2027,2.7746,true,true,"[16, 16, 10, 16, 10, 16, 16]","[19, 19, 10, 19, 10, 19, 19]"
372,1378715400,7,0.086973,0.100043,0.092201,EXPLOITATION,0.255321,0.0303408328,0.0303408328,5.1737,4.1188,true,true,"[18, 18, 12, 18, 12, 18, 18]","[18, 18, 12, 18, 12, 18, 18]"
373,1378715700,7,0.073134,0.086414,0.078446,EXPLOITATION,0.247068,0.0303693960,0.0303693960,4.4046,2.4047,true,true,"[19, 19, 10, 19, 10, 19, 19]","[19, 19, 10, 19, 10, 19, 19]"
374,1378716000,7,0.072908,0.083500,0.077145,EXPLOITATION,0.246287,0.0303670956,0.0303670956,5.0643,3.3274,true,true,"[17, 17, 11, 17, 11, 17, 17]","[17, 17, 14, 17, 14, 17, 17]"
375,1378716300,7,0.076324,0.097086,0.084629,EXPLOITATION,0.250777,0.0304000292,0.0304092743,6.9974,3.2474,true,true,"[16, 16, 13, 16, 13, 16, 16]","[18, 18, 18, 18, 12, 18, 12]"
376,1378716600,7,0.076336,0.104514,0.087608,EXPLOITATION,0.252565,0.0304374123,0.0304409340,7.3765,2.7961,true,true,"[13, 16, 16, 16, 13, 13, 16]","[15, 16, 16, 16, 16, 16, 15]"
377,1378716900,7,0.076089,0.089614,0.081499,EXPLOITATION,0.248899,0.0304343100,0.0305222514,5.4036,2.3734,true,true,"[13, 17, 17, 17, 13, 13, 17]","[18, 18, 18, 18, 13, 18, 13]"
